11:15:58:707 | Info  | **************************************************
11:15:58:711 | Info  | Comunicação via ethernet ativada na porta 1234
11:15:58:712 | Info  | **************************************************
11:27:47:028 | Info  | Recebido via ethernet: I20101
11:28:11:763 | Info  | **************************************************
11:28:11:765 | Info  | Comunicação via ethernet desativada na porta 1234
11:28:11:765 | Info  | **************************************************
11:28:13:291 | Info  | **************************************************
11:28:13:293 | Info  | Comunicação via ethernet ativada na porta 1234
11:28:13:294 | Info  | **************************************************
11:28:22:836 | Info  | Recebido via ethernet: I20101
11:28:22:838 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:29:06:150 | Info  | **************************************************
11:29:06:152 | Info  | Comunicação via ethernet desativada na porta 1234
11:29:06:152 | Info  | **************************************************
11:42:21:231 | Info  | **************************************************
11:42:21:233 | Info  | Comunicação via ethernet ativada na porta 1234
11:42:21:234 | Info  | **************************************************
11:42:33:608 | Info  | Recebido via ethernet: I20101
11:42:33:611 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:42:43:373 | Info  | Recebido via ethernet: I20101
11:42:43:374 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:43:59:866 | Info  | Recebido via ethernet: I20101
11:43:59:866 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:47:18:984 | Info  | Recebido via ethernet: I20101
11:47:18:986 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:51:17:894 | Info  | Recebido via ethernet: I20101
11:51:17:895 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
11:51:45:438 | Info  | Recebido via ethernet: I20101
11:51:45:439 | Info  | Enviado via ethernet: <#10>I20101<#10>16-12-27 09:58<#10>AUTO POSTO CACIQE DE LUCELIA LTDA<#10><#10>INVENTARIO NO TNQ<#10><#10>TANQ	PRODUCTO	VOL	VOL CT	A COMP	ALTURA	AGUA	TEMP<#10>1	Etanol Comum	2244	2228	28374	322.1		27<#10>
17:00:07:890 | Info  | **************************************************
17:00:07:893 | Info  | Comunicação via ethernet desativada na porta 1234
17:00:07:893 | Info  | **************************************************
